,Unnamed: 0,Wavelength (nm),% Transmission,% Transmission.1
,,1795,72.71916800000001,69.752194
,,1794,72.66306800000001,69.694259
,,1793,72.63829700000001,69.643562
,,1792,72.591983,69.60837000000001
,,1791,72.55696400000001,69.568275
,,1790,72.517669,69.524787
,,1789,72.491147,69.490903
,,1788,72.44529700000001,69.475336
,,1787,72.42341900000001,69.41622600000001
,,1786,72.401599,69.369859
,,1785,72.358626,69.35356300000001
,,1784,72.30614700000001,69.339405
,,1783,72.28121200000001,69.273475
,,1782,72.258567,69.214774
,,1781,72.228451,69.20327300000001
,,1780,72.20400400000001,69.167016
,,1779,72.153013,69.104467
,,1778,72.11368300000001,69.07576300000001
,,1777,72.081007,69.020774
,,1776,72.053363,68.98921800000001
,,1775,71.99663000000001,68.936279
,,1774,71.96321800000001,68.92383000000001
,,1773,71.953641,68.88456400000001
,,1772,71.92148200000001,68.852462
,,1771,71.88436200000001,68.811836
,,1770,71.851223,68.77918000000001
,,1769,71.82340500000001,68.74095100000001
,,1768,71.78449400000001,68.69248900000001
,,1767,71.75283400000001,68.68988200000001
,,1766,71.728272,68.651037
,,1765,71.71809300000001,68.61154300000001
,,1764,71.689187,68.572343
,,1763,71.67025000000001,68.544424
,,1762,71.641086,68.49621
,,1761,71.598365,68.446652
,,1760,71.577105,68.407376
,,1759,71.53568,68.36876600000001
,,1758,71.501349,68.320615
,,1757,71.47205100000001,68.266456
,,1756,71.43768800000001,68.238916
,,1755,71.405991,68.22945200000001
,,1754,71.35576800000001,68.197005
,,1753,71.341025,68.156343
,,1752,71.31574900000001,68.13277500000001
,,1751,71.29542500000001,68.11017600000001
,,1750,71.27246000000001,68.076695
,,1749,71.245434,68.024451
,,1748,71.230382,68.01348800000001
,,1747,71.208329,67.987662
,,1746,71.188277,67.967179
,,1745,71.16826800000001,67.919234
,,1744,71.133335,67.891576
,,1743,71.089506,67.861103
,,1742,71.06416,67.79924600000001
,,1741,71.02423300000001,67.754197
,,1740,70.996666,67.72936200000001
,,1739,70.95447200000001,67.70047500000001
,,1738,70.927014,67.670175
,,1737,70.90193500000001,67.644508
,,1736,70.874972,67.62198500000001
,,1735,70.866258,67.59642500000001
,,1734,70.84669000000001,67.574662
,,1733,70.82689400000001,67.56234
,,1732,70.80633300000001,67.533572
,,1731,70.778948,67.487097
,,1730,70.777026,67.46052
,,1729,70.74838000000001,67.423237
,,1728,70.708342,67.380013
,,1727,70.68860600000001,67.346703
,,1726,70.654741,67.30337700000001
,,1725,70.623185,67.27325900000001
,,1724,70.60124300000001,67.249572
,,1723,70.576537,67.226608
,,1722,70.52857300000001,67.193028
,,1721,70.481116,67.174181
,,1720,70.458146,67.16001200000001
,,1719,70.443011,67.138405
,,1718,70.42136400000001,67.106728
,,1717,70.403885,67.06598600000001
,,1716,70.37574000000001,67.02970900000001
,,1715,70.355953,67.00010400000001
,,1714,70.35634800000001,66.975634
,,1713,70.34242300000001,66.951817
,,1712,70.316191,66.91789700000001
,,1711,70.27597800000001,66.856969
,,1710,70.24880800000001,66.822021
,,1709,70.20532,66.78872000000001
,,1708,70.16679500000001,66.766678
,,1707,70.131939,66.74855600000001
,,1706,70.105295,66.722755
,,1705,70.09631800000001,66.694007
,,1704,70.08692500000001,66.667438
,,1703,70.064226,66.649209
,,1702,70.033258,66.63034300000001
,,1701,70.01058400000001,66.593985
,,1700,70.00979600000001,66.55749
,,1699,69.999063,66.517032
,,1698,69.964044,66.47778000000001
,,1697,69.935502,66.43400000000001
,,1696,69.90793400000001,66.407588
,,1695,69.86684500000001,66.389505
,,1694,69.824651,66.367585
,,1693,69.804399,66.34997200000001
,,1692,69.788382,66.32206000000001
,,1691,69.77035500000001,66.292128
,,1690,69.752925,66.260261
,,1689,69.735518,66.230581
,,1688,69.71176200000001,66.183733
,,1687,69.68377500000001,66.133598
,,1686,69.65248000000001,66.11383400000001
,,1685,69.618115,66.082239
,,1684,69.579296,66.053762
,,1683,69.53304800000001,66.023938
,,1682,69.504874,66.00337800000001
,,1681,69.478797,65.97634500000001
,,1680,69.440422,65.939526
,,1679,69.42582900000001,65.907382
,,1678,69.426725,65.86227000000001
,,1677,69.419307,65.81364
,,1676,69.380218,65.77042800000001
,,1675,69.337209,65.73576
,,1674,69.28443700000001,65.729194
,,1673,69.24991,65.72086900000001
,,1672,69.218063,65.68084900000001
,,1671,69.188716,65.64187600000001
,,1670,69.16772800000001,65.60838700000001
,,1669,69.139238,65.546024
,,1668,69.10781700000001,65.49096200000001
,,1667,69.08255700000001,65.46659600000001
,,1666,69.049431,65.43232400000001
,,1665,69.01308300000001,65.396659
,,1664,68.98768000000001,65.36098600000001
,,1663,68.961337,65.31918
,,1662,68.94762300000001,65.27435600000001
,,1661,68.921632,65.219639
,,1660,68.86654200000001,65.168205
,,1659,68.840551,65.137557
,,1658,68.808836,65.10468800000001
,,1657,68.772152,65.067592
,,1656,68.73291900000001,65.04811500000001
,,1655,68.686519,65.032543
,,1654,68.65766400000001,64.99759200000001
,,1653,68.618843,64.95031300000001
,,1652,68.597758,64.91699200000001
,,1651,68.578263,64.870703
,,1650,68.54569400000001,64.806753
,,1649,68.50903100000001,64.75102700000001
,,1648,68.46361200000001,64.70945400000001
,,1647,68.40571100000001,64.68214
,,1646,68.351607,64.67177500000001
,,1645,68.31967,64.63828600000001
,,1644,68.295455,64.5818
,,1643,68.28144300000001,64.52424900000001
,,1642,68.256693,64.45805700000001
,,1641,68.213915,64.404482
,,1640,68.15693800000001,64.36824200000001
,,1639,68.105473,64.344413
,,1638,68.07427,64.31223
,,1637,68.03989200000001,64.261263
,,1636,67.993003,64.19889400000001
,,1635,67.955223,64.127937
,,1634,67.918588,64.09190100000001
,,1633,67.869147,64.072067
,,1632,67.817774,64.035329
,,1631,67.773453,63.967625
,,1630,67.734053,63.905781
,,1629,67.708657,63.855854
,,1628,67.675532,63.806809
,,1627,67.632036,63.754901
,,1626,67.58749800000001,63.697432
,,1625,67.52287700000001,63.662465
,,1624,67.469599,63.628561999999995
,,1623,67.429815,63.578071
,,1622,67.385885,63.520326999999995
,,1621,67.346637,63.471765999999995
,,1620,67.294781,63.428232
,,1619,67.247124,63.366074999999995
,,1618,67.230036,63.312427
,,1617,67.18535,63.254976
,,1616,67.12812000000001,63.196546999999995
,,1615,67.077408,63.136010999999996
,,1614,67.030313,63.095068
,,1613,67.001784,63.045598
,,1612,66.941686,62.977134
,,1611,66.89038400000001,62.92896
,,1610,66.83742000000001,62.88142
,,1609,66.78555200000001,62.831682
,,1608,66.738568,62.773596
,,1607,66.688373,62.722958999999996
,,1606,66.632001,62.680707999999996
,,1605,66.566612,62.640865
,,1604,66.525377,62.583027
,,1603,66.483115,62.498034999999994
,,1602,66.432517,62.438804
,,1601,66.379321,62.390508999999994
,,1600,66.328512,62.338958
,,1599,66.289529,62.267303999999996
,,1598,66.232375,62.215804999999996
,,1597,66.173437,62.155823
,,1596,66.127815,62.089258
,,1595,66.072643,62.017672
,,1594,66.021251,61.95513
,,1593,65.978071,61.890574
,,1592,65.92363,61.82434
,,1591,65.874763,61.744302999999995
,,1590,65.82153600000001,61.687135999999995
,,1589,65.757823,61.631836
,,1588,65.70531100000001,61.570502999999995
,,1587,65.64126200000001,61.506533999999995
,,1586,65.568976,61.46076
,,1585,65.518651,61.421347
,,1584,65.45162300000001,61.37236
,,1583,65.398522,61.306325
,,1582,65.34080800000001,61.22985
,,1581,65.30374900000001,61.144045999999996
,,1580,65.25786400000001,61.073954
,,1579,65.200912,61.00372
,,1578,65.133949,60.951347999999996
,,1577,65.069061,60.918628
,,1576,65.008638,60.866054
,,1575,64.959086,60.807835
,,1574,64.93208,60.732071
,,1573,64.886752,60.655533999999996
,,1572,64.82177800000001,60.594634
,,1571,64.750259,60.541413
,,1570,64.69549,60.504453
,,1569,64.617132,60.438050999999994
,,1568,64.61162900000001,60.356362
,,1567,64.57582400000001,60.269828
,,1566,64.49973200000001,60.203855999999995
,,1565,64.431391,60.164434
,,1564,64.346687,60.146709
,,1563,64.287974,60.065135
,,1562,64.26255300000001,59.973675
,,1561,64.213747,59.903935999999995
,,1560,64.160469,59.830703
,,1559,64.091372,59.762647
,,1558,64.01732200000001,59.73316
,,1557,63.958501,59.666931999999996
,,1556,63.921321,59.599495999999995
,,1555,63.866141,59.518243
,,1554,63.815615,59.446838
,,1553,63.767008,59.388157
,,1552,63.670808,59.322015
,,1551,63.615111,59.284985999999996
,,1550,63.566205,59.239286
,,1549,63.498843,59.173099
,,1548,63.457544,59.091274
,,1547,63.423826999999996,59.007552999999994
,,1546,63.369651,58.925259999999994
,,1545,63.307292,58.853901
,,1544,63.249305,58.800219
,,1543,63.17803,58.755599
,,1542,63.114298,58.694621999999995
,,1541,63.060502,58.664424
,,1540,63.012256,58.60773
,,1539,62.960387,58.541385999999996
,,1538,62.932759999999995,58.468965
,,1537,62.864005,58.409175
,,1536,62.815891,58.355998
,,1535,62.746134999999995,58.263943999999995
,,1534,62.68669,58.203547
,,1533,62.618683,58.150047
,,1532,62.558246999999994,58.071346
,,1531,62.500291,58.008578
,,1530,62.457724,57.966150999999996
,,1529,62.416073,57.949158
,,1528,62.382346,57.873773
,,1527,62.338798,57.805788
,,1526,62.290996,57.73809
,,1525,62.232279999999996,57.671108
,,1524,62.169744,57.594527
,,1523,62.107243,57.551083999999996
,,1522,62.036739999999995,57.497634
,,1521,61.996351,57.478643999999996
,,1520,61.977275,57.406037999999995
,,1519,61.920214,57.325447999999994
,,1518,61.865032,57.268321
,,1517,61.814775999999995,57.212343
,,1516,61.753094,57.159667
,,1515,61.679666,57.116423
,,1514,61.610302,57.073330999999996
,,1513,61.573508,57.014092
,,1512,61.543338,56.931021
,,1511,61.486145,56.857409
,,1510,61.42996,56.800805999999994
,,1509,61.366718999999996,56.753218
,,1508,61.325117,56.708687999999995
,,1507,61.273770999999996,56.687093
,,1506,61.232032,56.604681
,,1505,61.223800999999995,56.533215999999996
,,1504,61.178719,56.492809
,,1503,61.143719,56.434098
,,1502,61.068374,56.402803
,,1501,61.019569999999995,56.35671
,,1500,60.971450999999995,56.312771999999995
,,1499,60.932390999999996,56.271963
,,1498,60.908366,56.217247
,,1497,60.854499,56.163371
,,1496,60.814799,56.075671
,,1495,60.756709,56.027104
,,1494,60.674710999999995,55.968109
,,1493,60.625903,55.9349
,,1492,60.597918,55.871831
,,1491,60.546383999999996,55.827484999999996
,,1490,60.505089999999996,55.779877
,,1489,60.461815,55.737412
,,1488,60.425618,55.686405
,,1487,60.372734,55.635315
,,1486,60.331105,55.584576999999996
,,1485,60.302820999999994,55.555641
,,1484,60.252417,55.550939
,,1483,60.242867,55.486433999999996
,,1482,60.201612999999995,55.418881
,,1481,60.183541999999996,55.377719
,,1480,60.126667,55.312759
,,1479,60.090283,55.257922
,,1478,60.014182,55.218646
,,1477,59.949647,55.170459
,,1476,59.915102999999995,55.115677
,,1475,59.881477,55.075043
,,1474,59.835623999999996,55.008213
,,1473,59.833199,54.973104
,,1472,59.783581,54.922639
,,1471,59.76941,54.891884
,,1470,59.669716,54.838150999999996
,,1469,59.613206999999996,54.794872999999995
,,1468,59.571404,54.728068
,,1467,59.550945999999996,54.678011
,,1466,59.529962,54.606718
,,1465,59.474008999999995,54.564574
,,1464,59.429351,54.519117
,,1463,59.377879,54.516582
,,1462,59.351836999999996,54.499924
,,1461,59.337385,54.419475
,,1460,59.307527,54.339898999999996
,,1459,59.236187,54.299523
,,1458,59.179469999999995,54.260476
,,1457,59.154627,54.265162
,,1456,59.145964,54.219311999999995
,,1455,59.082046,54.15661
,,1454,59.048815999999995,54.121432999999996
,,1453,58.966159,54.037484
,,1452,58.934497,53.988355999999996
,,1451,58.897774999999996,53.951792999999995
,,1450,58.839856999999995,53.897286
,,1449,58.824290999999995,53.842442
,,1448,58.790213,53.842378
,,1447,58.770132,53.847628
,,1446,58.736861999999995,53.768710999999996
,,1445,58.678591,53.678863
,,1444,58.666139,53.616718999999996
,,1443,58.607458,53.573535
,,1442,58.533643,53.536919
,,1441,58.489833999999995,53.520362
,,1440,58.457235,53.485259
,,1439,58.448419,53.416702
,,1438,58.426724,53.386108
,,1437,58.352233999999996,53.324255
,,1436,58.287971999999996,53.260428999999995
,,1435,58.268254999999996,53.197869999999995
,,1434,58.184714,53.148657
,,1433,58.154816,53.097570999999995
,,1432,58.095467,53.069658999999994
,,1431,58.0578,52.982842
,,1430,58.036432999999995,52.940768
,,1429,57.987665,52.940197
,,1428,57.937537999999996,52.890965
,,1427,57.916095,52.82653
,,1426,57.870405,52.775732999999995
,,1425,57.846337999999996,52.721410999999996
,,1424,57.806498999999995,52.660596
,,1423,57.735634999999995,52.603021
,,1422,57.659879,52.560234
,,1421,57.61925,52.506757
,,1420,57.558617,52.46412
,,1419,57.540675,52.37663
,,1418,57.518848999999996,52.290907
,,1417,57.451640999999995,52.230802999999995
,,1416,57.393119,52.227063
,,1415,57.380241,52.239608999999994
,,1414,57.314789,52.178979999999996
,,1413,57.249685,52.090016999999996
,,1412,57.182347,51.97018
,,1411,57.137080999999995,51.940821
,,1410,57.092711,51.911075
,,1409,57.061696999999995,51.870238
,,1408,57.05958,51.815176
,,1407,56.997113,51.757244
,,1406,56.924347999999995,51.711304999999996
,,1405,56.840001,51.642609
,,1404,56.781335,51.58238
,,1403,56.7451,51.525673
,,1402,56.67247,51.447939
,,1401,56.666011,51.462302
,,1400,56.652665,51.342141999999996
,,1399,56.544928,51.227559
,,1398,56.403203999999995,51.16795
,,1397,56.306900999999996,51.127576
,,1396,56.432203,51.150262
,,1395,56.381488,51.021868999999995
,,1394,56.274107,50.921304
,,1393,56.21189,50.863231999999996
,,1392,56.129374999999996,50.786893
,,1391,56.05151,50.725418
,,1390,55.982623,50.70574
,,1389,55.978173,50.635008
,,1388,55.921676,50.562965999999996
,,1387,55.834302,50.481998
,,1386,55.760351,50.377399
,,1385,55.713995999999995,50.334495999999994
,,1384,55.67453,50.253761999999995
,,1383,55.556936,50.190632
,,1382,55.479392999999995,50.088856
,,1381,55.432587999999996,49.990601
,,1380,55.408843,49.899879
,,1379,55.309281,49.917463
,,1378,55.243795999999996,49.865998999999995
,,1377,55.210466,49.794205999999996
,,1376,55.128243999999995,49.723434999999995
,,1375,55.082235999999995,49.659393
,,1374,55.018029999999996,49.56784
,,1373,54.94446,49.497909
,,1372,54.865565,49.428565
,,1371,54.807294,49.296682
,,1370,54.735754,49.200603
,,1369,54.659287,49.134091
,,1368,54.593892,49.068442999999995
,,1367,54.50176,48.989478
,,1366,54.432241999999995,48.937491
,,1365,54.335346,48.899476
,,1364,54.248785,48.794975
,,1363,54.211891,48.734021
,,1362,54.134146,48.685317999999995
,,1361,54.072582,48.498014999999995
,,1360,53.976768,48.387722
,,1359,53.925425999999995,48.348307999999996
,,1358,53.890153999999995,48.346539
,,1357,53.760501999999995,48.242072
,,1356,53.69754,48.140232
,,1355,53.613848999999995,48.02713
,,1354,53.527225,47.863592999999995
,,1353,53.424395,47.794356
,,1352,53.296195,47.725138
,,1351,53.242183,47.654267999999995
,,1350,53.159023,47.573465999999996
,,1349,53.108318,47.503060999999995
,,1348,53.031157,47.422053
,,1347,52.944316,47.339316
,,1346,52.870145,47.253507
,,1345,52.795293,47.13944
,,1344,52.707544999999996,47.046482999999995
,,1343,52.644439,46.958599
,,1342,52.593863,46.858042
,,1341,52.516312,46.757439999999995
,,1340,52.394079999999995,46.672534
,,1339,52.246176999999996,46.610020999999996
,,1338,52.152792999999996,46.541996
,,1337,52.080673999999995,46.462573
,,1336,52.033994,46.369119
,,1335,51.992514,46.289486
,,1334,51.938702,46.190064
,,1333,51.851002,46.089403999999995
,,1332,51.764339,45.997461
,,1331,51.656152,45.902722
,,1330,51.566775,45.814487
,,1329,51.478305,45.730995
,,1328,51.401709,45.651993999999995
,,1327,51.336442,45.569972
,,1326,51.241996,45.474883
,,1325,51.155939,45.378139
,,1324,51.071442,45.289808
,,1323,50.987688999999996,45.205324
,,1322,50.900124,45.107972
,,1321,50.808825999999996,45.003628
,,1320,50.729186999999996,44.924648999999995
,,1319,50.649923,44.849485
,,1318,50.550422,44.785833
,,1317,50.466912,44.709945
,,1316,50.407050999999996,44.616184999999994
,,1315,50.314796,44.517336
,,1314,50.224515,44.409745
,,1313,50.142215,44.30095
,,1312,50.060401,44.206741
,,1311,49.969469,44.107153
,,1310,49.896133,44.010673
,,1309,49.854794999999996,43.934568999999996
,,1308,49.781906,43.879158
,,1307,49.654354,43.800337999999996
,,1306,49.540918999999995,43.695975999999995
,,1305,49.483868,43.592499
,,1304,49.421186,43.492123
,,1303,49.354416,43.39859
,,1302,49.289618,43.311817
,,1301,49.196079999999995,43.235586999999995
,,1300,49.103398,43.172678999999995
,,1299,49.018001999999996,43.113915999999996
,,1298,48.93689,43.037481
,,1297,48.866274999999995,42.945105
,,1296,48.792767,42.851346
,,1295,48.709438999999996,42.765183
,,1294,48.631215999999995,42.673691999999996
,,1293,48.55914,42.575007
,,1292,48.479262,42.494623
,,1291,48.400636,42.424116999999995
,,1290,48.325669,42.356238999999995
,,1289,48.255354999999994,42.276092999999996
,,1288,48.193521,42.199314
,,1287,48.129256999999996,42.141526
,,1286,48.057210999999995,42.069153
,,1285,47.984806999999996,41.985462999999996
,,1284,47.909569999999995,41.907551999999995
,,1283,47.831753,41.819863
,,1282,47.753155,41.726991999999996
,,1281,47.675124,41.637969
,,1280,47.591446,41.572891
,,1279,47.518077,41.495650999999995
,,1278,47.44495,41.420058
,,1277,47.365012,41.345059
,,1276,47.298949,41.263855
,,1275,47.233301999999995,41.177989
,,1274,47.162524999999995,41.092284
,,1273,47.09194,41.012606999999996
,,1272,47.013287,40.934722
,,1271,46.938914,40.861697
,,1270,46.869636,40.785543
,,1269,46.791107,40.696380999999995
,,1268,46.730208,40.612691999999996
,,1267,46.662391,40.546143
,,1266,46.570322,40.475077
,,1265,46.502438,40.392174
,,1264,46.454274,40.313257
,,1263,46.384485999999995,40.256769999999996
,,1262,46.315633999999996,40.191354
,,1261,46.254965999999996,40.102866
,,1260,46.181452,40.018532
,,1259,46.123875999999996,39.955535999999995
,,1258,46.072365,39.895061999999996
,,1257,46.007574,39.821884999999995
,,1256,45.92996,39.76113
,,1255,45.842225,39.710791
,,1254,45.7549,39.650760999999996
,,1253,45.704156999999995,39.577251
,,1252,45.663790999999996,39.472178
,,1251,45.603656,39.373706999999996
,,1250,45.538084999999995,39.299068
,,1249,45.471022,39.229445
,,1248,45.40624,39.184383
,,1247,45.343793999999995,39.133404
,,1246,45.270044999999996,39.072719
,,1245,45.201909,39.010024
,,1244,45.14208,38.945344
,,1243,45.050005,38.871595
,,1242,44.952321999999995,38.788852
,,1241,44.902139,38.722804
,,1240,44.861906,38.652452
,,1239,44.808803,38.57676
,,1238,44.746902999999996,38.504849
,,1237,44.680603,38.424205
,,1236,44.625917,38.348382
,,1235,44.568368,38.273886
,,1234,44.509032,38.204189
,,1233,44.436765,38.146622
,,1232,44.352674,38.076274
,,1231,44.285571999999995,38.002021
,,1230,44.225429,37.934376
,,1229,44.157835999999996,37.872487
,,1228,44.075381,37.799383
,,1227,44.012941999999995,37.724263
,,1226,43.968292999999996,37.659482999999994
,,1225,43.921009999999995,37.594145999999995
,,1224,43.851265,37.519954
,,1223,43.783862,37.465776
,,1222,43.712252,37.401992
,,1221,43.648004,37.336895999999996
,,1220,43.594836,37.244796
,,1219,43.543963,37.158273
,,1218,43.491156,37.120599999999996
,,1217,43.424994,37.079392999999996
,,1216,43.357018,37.017579
,,1215,43.293319,36.958152
,,1214,43.238861,36.886717999999995
,,1213,43.178633,36.805839999999996
,,1212,43.114602999999995,36.740010999999996
,,1211,43.046228,36.67883
,,1210,42.976188,36.618795999999996
,,1209,42.910895,36.543803
,,1208,42.845088,36.46498
,,1207,42.779495999999995,36.393857999999994
,,1206,42.718334999999996,36.311825999999996
,,1205,42.656602,36.250837
,,1204,42.584545999999996,36.191447
,,1203,42.512550999999995,36.125608
,,1202,42.452444,36.063725
,,1201,42.388653999999995,35.977767
,,1200,42.329996,35.898610999999995
,,1199,42.263453999999996,35.856984999999995
,,1198,42.199647,35.780685
,,1197,42.144917,35.673362999999995
,,1196,42.077594999999995,35.594860999999995
,,1195,42.002632999999996,35.541916
,,1194,41.905287,35.471899
,,1193,41.841553,35.425115999999996
,,1192,41.785883,35.372482
,,1191,41.717569,35.298238
,,1190,41.654108,35.222699999999996
,,1189,41.598127,35.131063
,,1188,41.520418,35.054379999999995
,,1187,41.455309,34.998706999999996
,,1186,41.389568,34.923759999999994
,,1185,41.315825,34.844138
,,1184,41.252029,34.780511
,,1183,41.188825,34.712547
,,1182,41.117565,34.637246
,,1181,41.049960999999996,34.568669
,,1180,40.978441,34.501324
,,1179,40.919579999999996,34.435541
,,1178,40.849349,34.350269
,,1177,40.745799999999996,34.284563999999996
,,1176,40.685541,34.210519
,,1175,40.636603,34.15774
,,1174,40.576262,34.097727
,,1173,40.503623,34.020731999999995
,,1172,40.433229,33.949028999999996
,,1171,40.36741,33.871931
,,1170,40.304435999999995,33.797823
,,1169,40.241485999999995,33.714793
,,1168,40.170722,33.601667
,,1167,40.102847,33.525914
,,1166,40.020348999999996,33.453210999999996
,,1165,39.944466,33.386949
,,1164,39.883376,33.327852
,,1163,39.808132,33.250437
,,1162,39.735116999999995,33.178281
,,1161,39.650662,33.100671
,,1160,39.582474999999995,33.014599999999994
,,1159,39.507934,32.937312
,,1158,39.438921,32.888965999999996
,,1157,39.348987,32.821185
,,1156,39.28013,32.752158
,,1155,39.209171999999995,32.665549
,,1154,39.126932,32.584513
,,1153,39.049476999999996,32.472457999999996
,,1152,38.965458999999996,32.376143
,,1151,38.899187999999995,32.30507
,,1150,38.824653999999995,32.225784999999995
,,1149,38.743866,32.151213
,,1148,38.678109,32.103001
,,1147,38.59306,32.047428
,,1146,38.515347,31.965418000000003
,,1145,38.421935999999995,31.851742
,,1144,38.353139,31.746924
,,1143,38.273903,31.674833000000003
,,1142,38.196273999999995,31.606669
,,1141,38.115767,31.529334000000002
,,1140,38.05021,31.447364
,,1139,37.977277,31.379260000000002
,,1138,37.880992,31.306792
,,1137,37.812846,31.226412
,,1136,37.734835,31.146453
,,1135,37.678298,31.059129000000002
,,1134,37.583807,30.950857000000003
,,1133,37.495202,30.876853
,,1132,37.417750999999996,30.805929000000003
,,1131,37.329271999999996,30.777811
,,1130,37.268212999999996,30.704396000000003
,,1129,37.207678,30.591205000000002
,,1128,37.100943,30.479511000000002
,,1127,37.028026999999994,30.424428000000002
,,1126,36.949543999999996,30.360537
,,1125,36.863904,30.271828000000003
,,1124,36.78355,30.161658000000003
,,1123,36.710268,30.063322000000003
,,1122,36.6207,29.979796
,,1121,36.545359,29.914404
,,1120,36.471250999999995,29.849927
,,1119,36.383596,29.762638000000003
,,1118,36.290923,29.675424000000003
,,1117,36.197967,29.587458
,,1116,36.119904999999996,29.493787
,,1115,36.024566,29.410225
,,1114,35.940591,29.322740000000003
,,1113,35.860347999999995,29.240254
,,1112,35.774722999999994,29.151507000000002
,,1111,35.682902,29.063390000000002
,,1110,35.608988,28.973251
,,1109,35.532955,28.897164
,,1108,35.41064,28.753564
,,1107,35.324313,28.657294
,,1106,35.242883,28.592251
,,1105,35.15179,28.502026
,,1104,35.084503,28.424687000000002
,,1103,34.988262,28.375702
,,1102,34.90359,28.301060000000003
,,1101,34.816126999999994,28.213988
,,1100,34.73808,28.125369000000003
,,1099,34.664198999999996,28.001888
,,1098,34.567971,27.904020000000003
,,1097,34.482735,27.81624
,,1096,34.398773,27.731169
,,1095,34.292393999999994,27.689317000000003
,,1094,34.220349,27.609866
,,1093,34.137526,27.522964
,,1092,34.047197,27.43824
,,1091,33.984987,27.350540000000002
,,1090,33.862125999999996,27.230939000000003
,,1089,33.786359,27.13033
,,1088,33.708532999999996,27.083079
,,1087,33.600792999999996,27.008272
,,1086,33.519932999999995,26.920415000000002
,,1085,33.433389999999996,26.835421
,,1084,33.344314,26.693974
,,1083,33.282322,26.608821000000002
,,1082,33.170258999999994,26.52364
,,1081,33.074531,26.451880000000003
,,1080,32.989218,26.379272
,,1079,32.864812,26.278161
,,1078,32.779782999999995,26.155203
,,1077,32.703874,26.063827
,,1076,32.605017,26.008897
,,1075,32.506533999999995,25.933869
,,1074,32.417518,25.838083
,,1073,32.334731999999995,25.748191000000002
,,1072,32.235323,25.656560000000002
,,1071,32.125299999999996,25.509669000000002
,,1070,32.04783,25.410916
,,1069,31.951776000000002,25.340498
,,1068,31.850080000000002,25.285065000000003
,,1067,31.783383,25.210169
,,1066,31.668256000000003,25.116019
,,1065,31.588245,25.016546
,,1064,31.48253,24.935176000000002
,,1063,31.393542,24.836298000000003
,,1062,31.298318000000002,24.697711
,,1061,31.222187,24.612177000000003
,,1060,31.126343000000002,24.522148
,,1059,31.055606,24.438871000000002
,,1058,30.930648,24.395502
,,1057,30.842681000000002,24.319529000000003
,,1056,30.741204,24.227457
,,1055,30.667138,24.086927000000003
,,1054,30.583231,24.003095000000002
,,1053,30.483966000000002,23.921976
,,1052,30.398407000000002,23.832929
,,1051,30.31063,23.742778
,,1050,30.212544,23.688004000000003
,,1049,30.126389000000003,23.634422
,,1048,30.030486,23.533801
,,1047,29.935163000000003,23.428898
,,1046,29.845931,23.304266000000002
,,1045,29.751118,23.203359000000003
,,1044,29.670846,23.124045000000002
,,1043,29.562765000000002,23.059308
,,1042,29.459162000000003,22.970613
,,1041,29.354205,22.846871
,,1040,29.269247,22.747405
,,1039,29.180958,22.666974
,,1038,29.092087000000003,22.574712
,,1037,28.979025,22.513506000000003
,,1036,28.886033,22.426786
,,1035,28.775548,22.336614
,,1034,28.680512,22.200582
,,1033,28.598964000000002,22.118253000000003
,,1032,28.50235,22.02722
,,1031,28.405428,21.980035
,,1030,28.311286000000003,21.890581
,,1029,28.223527,21.800753
,,1028,28.112645,21.654295
,,1027,28.014905000000002,21.577424
,,1026,27.933288,21.519732
,,1025,27.836675000000003,21.44055
,,1024,27.75072,21.355855000000002
,,1023,27.643803000000002,21.219794
,,1022,27.549265000000002,21.123932
,,1021,27.463092000000003,21.032743
,,1020,27.369117000000003,20.954813
,,1019,27.284904,20.914066000000002
,,1018,27.208467000000002,20.829522
,,1017,27.097229000000002,20.710779000000002
,,1016,26.990605000000002,20.614719
,,1015,26.884372000000003,20.526709
,,1014,26.810237,20.484915
,,1013,26.732180000000003,20.396614000000003
,,1012,26.668652,20.276912000000003
,,1011,26.550535,20.176861000000002
,,1010,26.431788,20.092305000000003
,,1009,26.356687,20.028239000000003
,,1008,26.257543000000002,19.974345000000003
,,1007,26.177268,19.887069
,,1006,26.074506000000003,19.762339
,,1005,25.977994000000002,19.667212000000003
,,1004,25.892059,19.621216
,,1003,25.797791,19.551586
,,1002,25.692502,19.453609
,,1001,25.593045,19.303768
,,1000,25.517123,19.21048
,,999,25.447776,19.176623000000003
,,998,25.360719000000003,19.101908
,,997,25.231755,19.006757
,,996,25.128376000000003,18.870912
,,995,25.027847,18.792624
,,994,24.948444000000002,18.745755000000003
,,993,24.886223,18.652289
,,992,24.772066000000002,18.536162
,,991,24.660435000000003,18.446364000000003
,,990,24.565337000000003,18.396357000000002
,,989,24.471,18.321689000000003
,,988,24.36973,18.205223
,,987,24.289472,18.126548000000003
,,986,24.199615,18.065519000000002
,,985,24.150750000000002,17.983953000000003
,,984,24.026563000000003,17.878226
,,983,23.929872000000003,17.805046
,,982,23.837992,17.708377000000002
,,981,23.748376,17.608786000000002
,,980,23.655782000000002,17.545097000000002
,,979,23.585197,17.506577
,,978,23.523602,17.426090000000002
,,977,23.394192,17.303696000000002
,,976,23.30289,17.212647
,,975,23.223529000000003,17.138823000000002
,,974,23.124613,17.070871
,,973,23.053048,17.004236000000002
